Site ID;Site Name;Dept;Latitude;Longitude;Class;Uplink;Ip Adress;Type;Slot Port;
PTS064;TEKALONG;NS PONTIANAK;0,566919982;112,8399963;Silver;GPON03-D6-PUT-2MTBH;172.20.168.85;hua-ont;0 2 1 12;#REF!
PTS065;TEKALONG2;NS PONTIANAK;0,483469993;112,4059982;Silver;GPON07-D6-PUT-2DTK;172.20.169.28;hua-ont;0 1 0 15;#REF!
PTS066;MT_RIAMPIYANG;NS PONTIANAK;0,465429991;112,6110001;Gold;GPON05-D6-PUT-2SMGT;172.20.168.87;hua-ont;0 2 0 1;#REF!
PTS067;NangaNgeri;NS PONTIANAK;0,183320001;112,0770035;Silver;-;-;-;-;-
PTS070;NANGASURUK;NS PONTIANAK;0,453110009;112,447998;Silver;-;-;-;-;-
PTS071;MT_UJUNGBAYURMG;NS PONTIANAK;-0,08647;110,7839966;Silver;-;-;-;-;-
PTS074;MT_TEMBUYUK;NS PONTIANAK;0,475760013;112,6669998;Gold;GPON05-D6-PUT-2SMGT;172.20.168.87;hua-ont;0 1 15 0;#REF!
PTS077;MT_BLONGSAT;NS PONTIANAK;-0,271459997;111,5059967;Platinum;-;-;-;-;-
PTS078;RANTAUKALIS2MG;NS PONTIANAK;-0,043669999;110,2139969;Gold;-;-;-;-;-
PTS080;PTKNTORBPTKPUASHL;NS PONTIANAK;0,844630003;112,9290009;Silver;GPON00-D6-PTS-2;172.20.161.136;hua-ont;0/1/9 0;#REF!
PTS087;PT_PUTUSIBAU2;NS PONTIANAK;0,884660006;112,9280014;Silver;GPON00-D6-PTS-2;172.20.161.136;hua-ont;0 5 14 3;#REF!
PTS090;PT_SUKAMAJUMG;NS PONTIANAK;0,921720028;112,9440002;Silver;GPON00-D6-PTS-2;172.20.161.136;hua-ont;0 12 1 0;#REF!
PTS093;PT_MTSTOPUTUSIBAU;NS PONTIANAK;0,877439976;112,9229965;Silver;GPON00-D6-PTS-2;172.20.161.136;hua-ont;0 1 3 9;#REF!
PTS094;MT_DESABADAU;NS PONTIANAK;1,044190049;111,9020004;Silver;GPON06-D6-PUT-2BDU;172.20.168.97;hua-ont;0 1 11 1;#REF!
PTS095;MT_PUTUSSIBAUISAT;NS PONTIANAK;0,860480011;112,9229965;Silver;GPON00-D6-PTS-2;172.20.161.136;hua-ont;0/3 /13 4;#REF!
PTS096;MT_BADAUISAT;NS PONTIANAK;1,048599958;111,9049988;Bronze;GPON06-D6-PUT-2BDU;172.20.168.97;hua-ont;0 1 11 2;#REF!
PTS099;QI_JANTING;NS PONTIANAK;1,038429976;111,9069672;Silver;GPON06-D6-PUT-2BDU;172.20.168.97;zte-ont;0 1 3 1;#REF!
PTS159;INGKOTAMBE-DMT;NS PONTIANAK;;;;GPON00-D6-PTS-2;172.20.161.136;hua-ont;0 13 15 11;#REF!
PTS160;;NS PONTIANAK;;;;GPON00-D6-PTS-2;172.20.161.136;hua-ont;0/14/4 1;#REF!
PTS161;DMT_SUNGAI_HULU;NS PONTIANAK;;;;GPON00-D6-PTS-2;172.20.161.136;hua-ont;0 1 9 8;#REF!
PTS171;;NS PONTIANAK;;;;GPON00-D6-PTS-2;172.20.161.136;hua-ont;0/1/7 2;#REF!
SAG001;Sanggau/STOSANGGAU;NS PONTIANAK;0,123669997;110,6039963;Platinum;ME-D6-SAG-3;172.31.150.108;metro;3/2/3;#REF!
SAG002;Sanggau_2/BERINGINSANGGAU;NS PONTIANAK;0,123470001;110,5839996;Platinum;GPON00-D6-SGU-3;172.20.192.139;zte-ont;1/3/2:5;#REF!
SAG003;Semuntai;NS PONTIANAK;0,060719401;110,7070007;Gold;GPON06-D6-SGU-2;172.20.168.101;hua-ont;0/1/2 0;#REF!
SAG004;Sosok;NS PONTIANAK;0,282691985;110,237999;Platinum;GPON00-D6-NGG-3;172.20.169.10;zte-ont;1/1/1:5;#REF!
SAG004_3;;NS PONTIANAK;;;;-;-;-;-;-
SAG005;Bodok;NS PONTIANAK;0,201888993;110,4420013;Gold;GPON01-D6-SGU-3;172.20.169.9;zte-ont;1/1/16:1;#REF!
SAG006;Embala(PENYELIMAU);NS PONTIANAK;0,115699999;110,413002;Silver;-;-;-;-;-
SAG006_2;Embala(PENYELIMAU);NS PONTIANAK;0,115699999;110,413002;Silver;GPON06-D6-BDO-4NALA;172.20.227.124;fh;1/3/5 1/3/6;#REF!
SAG006_RIP;BACKUP_RIP;NS PONTIANAK;;;;-;-;-;-;-
SAG007;BALAIKARANGAN;NS PONTIANAK;0,82832998;110,4380035;Gold;GPON00-D6-BIG-3;172.20.192.141;zte-ont;1/6/3:5;#REF!
SAG008;Entikong;NS PONTIANAK;0,966607988;110,3499985;Gold;GPON01-D6-BIG-3NTK;172.20.192.145;zte-ont;1/1/5:5;#REF!
SAG009;Bonti;NS PONTIANAK;0,403620988;110,5360031;Silver;SAG005_BODOK;172.25.146.114;switch;GE2;#REF!
SAG010;DesaKelompu;NS PONTIANAK;0,470732003;110,3600006;Silver;GPON01-D6-BIG-2KBY;172.20.169.16;hua-ont;0/0/11 2;#REF!
SAG011;Kedukul;NS PONTIANAK;0,110843003;110,7649994;Silver;SW-D6-SAG011;172.25.145.21;switch;56;#REF!
SAG011_2;;NS PONTIANAK;;;;-;-;-;-;-
SAG012;Muara_Ellei/MUARAILLAI/MuaraIlei;NS PONTIANAK;0,669638991;110,3639984;Gold;-;-;-;-;-
SAG013;Meliau;NS PONTIANAK;-0,118189998;110,2870026;Platinum;GPON07-D6-NGG-2MLIU;172.20.168.76;hua-ont;0 1 8 0;#REF!
SAG014;Teraju;NS PONTIANAK;-0,241689995;110,1009979;Gold;SW10G_Modang;10.199.140.43;switch;1/0/1;#REF!
SAG015_2;Tayan;NS PONTIANAK;-0,0404444;110,1110001;Platinum;-;-;-;-;-
SAG015_3;Tayan;NS PONTIANAK;-0,0404444;110,1110001;Platinum;GPON01-D6-NGG-2TYN;172.20.161.143;hua-ont;0 0 15 0;#REF!
SAG015_SW1;Tayan;NS PONTIANAK;-0,0404444;110,1110001;Platinum;SW10G-SAG015-TAYAN;172.25.145.47;switch;GE1;#REF!
SAG015_SW2;TAYAN;NS PONTIANAK;-0,0404444;110,1110001;Platinum;-;-;-;-;-
SAG016;Palem_Jaya/Bodok2;NS PONTIANAK;0,230564997;110,3929977;Gold;GPON01-D6-SGU-3;172.20.169.9;zte-ont;1/2/8:1;#REF!
SAG017;Simpang_Tanjung;NS PONTIANAK;0,273609996;110,2860031;Gold;GPON09-D6-NGG-2SSK;172.20.169.30;hua-ont;0 1 8 1;#REF!
SAG018;Simpang2Tanjung-MG/SanjanEmberas;NS PONTIANAK;0,370278001;110,3570023;Gold;GPON09-D6-NGG-2SSK;172.20.169.30;zte-ont;0/1/8 2;#REF!
SAG019;ATLape;NS PONTIANAK;0,141388997;110,5049973;Silver;GPON04-D6-SGU-2LAPE;172.20.168.78;hua-direct_olt;0/4/2;#REF!
SAG020;PT_Erna_Sanggau;NS PONTIANAK;-0,0155833;110,5749969;Gold;-;-;-;-;-
SAG021;Rimba_Belian;NS PONTIANAK;-0,016170001;110,3789978;Gold;SW_SAG021_RIMBABELIAN;172.25.146.97;switch;0;#REF!
SAG022;Sungai_Dekan;NS PONTIANAK;-0,096110001;110,3769989;Gold;GPON07-D6-NGG-2MLIU;172.20.168.76;hua-ont;0 2 14 1;#REF!
SAG022_2;;NS PONTIANAK;;;;GPON07-D6-NGG-2MLIU;172.20.168.76;hua-ont;0 2 14 2;#REF!
SAG023;Kembayan;NS PONTIANAK;0,558342993;110,4079971;Gold;GPON01-D6-BIG-2KBY;172.20.169.16;hua-ont;0/0/11 3;#REF!
SAG023(SW);;NS PONTIANAK;;;;SAG023_KEMBAYAN;172.25.146.115;switch;x;#REF!
SAG024;Beduai;NS PONTIANAK;0,695639014;110,3949966;Silver;GPON03-D6-BIG-2BDI;172.20.169.57;hua-direct_olt;0/3 3;#REF!
SAG025;SUNGAIAYAK;NS PONTIANAK;0,110939004;111,0719986;Silver;-;-;-;-;-
SAG027;TSEL_SAG027_GT_MMBERINGINSANGGAU;NS PONTIANAK;0;0;;GPON00-D6-SGU-3;172.20.192.139;zte-ont;1/8/8:3;#REF!
SAG028;Parindu_Permanen/PARINDU;NS PONTIANAK;0,26195401;110,3219986;Gold;GPON00-D6-NGG-3;172.20.169.10;zte-ont;1/2/16:5;#REF!
SAG029;;NS PONTIANAK;;;;GPON03-D6-BDO-2TYN;172.20.227.90;zte-ont;0 2 9 2;#REF!
SAG030;;NS PONTIANAK;;;;GPON02-D6-BDO-2TOBA;172.20.169.25;zte-ont;0/1/8 1;#REF!
SAG032;Semadu/Kelompu2;NS PONTIANAK;0,506250024;110,3639984;Silver;GPON01-D6-BIG-2KBY;172.20.169.16;hua-ont;0 1 13 2;#REF!
SAG033;Kuala_Dua_Kembayan/Kembayan2;NS PONTIANAK;0,614080012;110,3980026;Gold;GPON01-D6-BIG-2KBY;172.20.169.16;hua-ont;0 0 11 1;#REF!
SAG034;Thang_Raya(BEDUAI2);NS PONTIANAK;0,753341973;110,3909988;Silver;GPON03-D6-BIG-2BDI;172.20.169.57;hua-ont;0 1 13 4;#REF!
SAG035;ENGKAHAN;NS PONTIANAK;0,857057989;110,4100037;Silver;GPON00-D6-BIG-3;172.20.192.141;zte-ont;1/6/6:2;#REF!
SAG036;Entikong2/Pelipin;NS PONTIANAK;0,938220024;110,3700027;Gold;GPON02-D6-BIG-2NTK;172.20.169.22;hua-ont;0/1/0 1;#REF!
SAG037;SEMIHING;NS PONTIANAK;0,902999997;110,3929977;Bronze;ME-D6-BGN-3;172.31.150.120;metro;gei-0/3/0/4;#REF!
SAG038;Bunut_KM_7/Sanggau5;NS PONTIANAK;0,135069996;110,5500031;Silver;ME-D6-SAG-3;172.31.150.108;metro;gei-0/2/0/1;#REF!
SAG039;PERUMSANGGAUPERMAI;NS PONTIANAK;0,143583;110,6050034;Silver;ME-D6-SAG-3;172.31.150.108;metro;gei-0/2/0/2;#REF!
SAG040;Penyeladi/Sanggau3;NS PONTIANAK;0,08281;110,6699982;Silver;GPON06-D6-SGU-2;172.20.168.101;zte-ont;0/1/8 1;#REF!
SAG041;PT.MPE;NS PONTIANAK;0,045620002;110,7630005;Gold;L2SW_SAG041;172.25.146.66;switch;GE1,2;#REF!
SAG042;;NS PONTIANAK;;;;GPON07-D6-NGG-2MLIU;172.20.168.76;hua-ont;0/2/12 1;#REF!
SAG043;Camp.EngkamBeringin;NS PONTIANAK;0,155808002;110,9319992;Gold;-;-;-;-;-
SAG044;Sei_Mayang/Bodok_3;NS PONTIANAK;0,156388998;110,512001;Silver;GPON04-D6-SGU-2LAPE;172.20.168.78;hua-ont;0/1/3 2;#REF!
SAG045;Sanggau4/MUNGGUKBADANG;NS PONTIANAK;0,124560997;110,5940018;Gold;ME-D6-SAG-3;172.31.150.108;metro;3/1/6;#REF!
SAG046;Camp_Bantai_Entajan/BANTAI;NS PONTIANAK;0,510119975;110,586998;Silver;-;-;-;-;-
SAG047;MT_NANGABIANG;NS PONTIANAK;-0,019027799;110,6949997;Gold;-;-;-;-;-
SAG049;Jelopet;NS PONTIANAK;0,305469006;110,802002;Silver;-;-;-;-;-
SAG050;;NS PONTIANAK;;;;GPON04-D6-SGU-2LAPE;172.20.168.78;hua-ont;0/1/10 1;#REF!
SAG051;Gunung_Empurau;NS PONTIANAK;-0,168385997;110,0839996;Silver;SW10G-SAG015-TAYAN;172.25.145.47;switch;GE3;#REF!
SAG054;Sosok_3/PeruanDalam/Peruan;NS PONTIANAK;0,291860014;110,1579971;Silver;-;-;-;-;-
SAG055;Noyan;NS PONTIANAK;0,765577972;110,5770035;Silver;TSEL_SAG055_NAYAN;172.25.146.67;switch;GE 1,2;#REF!
SAG056;Sekayam;NS PONTIANAK;0,554120004;110,4700012;Silver;GPON01-D6-BIG-2KBY;172.20.169.16;hua-ont;0 1 10 1;#REF!
SAG057;PasarMeliau/MeliauISAT;NS PONTIANAK;-0,124110997;110,288002;Silver;GPON07-D6-NGG-2MLIU;172.20.168.76;hua-ont;0 2 15 1;#REF!
SAG062;TVRI_Balai_Karangan(oldSAG030);NS PONTIANAK;0,807232022;110,4219971;Gold;GPON00-D6-BIG-3;172.20.192.141;zte-ont;1/6/3:8;#REF!
SAG062_2;TVRI_Balai_Karangan(oldSAG030);NS PONTIANAK;0,807232022;110,4219971;Gold;GPON00-D6-BIG-3;172.20.192.141;zte-ont;1/6/3:7;#REF!
SAG062_2_DUAL;;NS PONTIANAK;;;;GPON00-D6-BIG-3;172.20.192.141;zte-ont;1/5/8:11;#REF!
SAG062_DUAL;;NS PONTIANAK;;;;GPON00-D6-BIG-3;172.20.192.141;zte-ont;1/5/8:12;#REF!
SAG064;JangkangBorneo-54/BalaiSebut;NS PONTIANAK;0,479189008;110,776001;Silver;-;-;-;-;-
SAG065;TanjungBunutAnekaTambang;NS PONTIANAK;-0,101111002;110,1360016;Gold;SW10G-SAG015-TAYAN;172.25.145.47;switch;GE2;#REF!
SAG066;;NS PONTIANAK;;;;GPON01-D6-BIG-2KBY;172.20.169.16;hua-ont;0/1/9 1;#REF!
SAG067;DMT_SIMPANG_TIGA_MELENGGANG;NS PONTIANAK;0,79035002;110,723999;;L2SW_SAG112_TBSPJINTISY;172.25.146.91;switch;ge-1/0/4;#REF!
SAG069;HarapanMakmur;NS PONTIANAK;-0,195306003;110,3679962;Gold;-;-;-;-;-
SAG070;PTPNRimbaBelian;NS PONTIANAK;-0,0208067;110,4430008;Platinum;SW_SAG021_RIMBABELIAN;172.25.146.97;switch;ge1 & ge2;#REF!
SAG075;MeranginJaya/MaringinJaya(PTSimeIndoArgo-Bodok);NS PONTIANAK;0,271192014;110,4599991;Gold;GPON01-D6-SGU-3;172.20.169.9;zte-ont;1/2/10:23;#REF!
SAG083;SEIMUNTIKSANGGAU(PTERNASANGGAU-77-2);NS PONTIANAK;-0,0215555;110,5790024;Bronze;-;-;-;-;-
SAG086;MT_MOLING;NS PONTIANAK;0,28955999;110,2531967;;GPON00-D6-NGG-3;172.20.169.10;zte-ont;1/2/4:1;#REF!
SAG090;Modang;NS PONTIANAK;-0,303056002;110,1299973;Gold;SW10G_Modang;10.199.140.43;switch;1/0/22;#REF!
SAG091;Modah;NS PONTIANAK;0,358942002;110,4369965;Gold;-;-;-;-;-
SAG094;MT_SIMPANGTAYAN;NS PONTIANAK;0,022555999;110,0979996;Silver;GPON01-D6-NGG-2TYN;172.20.161.143;hua-ont;0 1 11 18;#REF!
SAG106;MTSINARMASF/SinarmasForestry(Mengkiang);NS PONTIANAK;0,244890004;110,6269989;Silver;-;-;-;-;-
SAG109;MTKUNYIL;NS PONTIANAK;-0,273056;110,3690033;Silver;-;-;-;-;-
SAG111;TBLUBUKSABU;NS PONTIANAK;0,815880001;110,5920029;Silver;TSEL_SAG055_NAYAN;172.25.146.67;switch;ge-1/0/4;#REF!
SAG112;TBSPJINTISY;NS PONTIANAK;0,808080018;110,7320023;Gold;L2SW_SAG112_TBSPJINTISY;172.25.146.91;switch;GE1,GE2;#REF!
SAG120;PT_DUSUNRIA;NS PONTIANAK;0,121529996;110,5970001;Silver;GPON00-D6-SGU-3;172.20.192.139;zte-ont;1/4/2:46;#REF!
SAG121;BorderEntikong/BENTKONG;NS PONTIANAK;0,981417;110,3509979;Gold;GPON01-D6-BIG-3NTK;172.20.192.145;zte-ont;1/2/8:15;#REF!
SAG125;MT_DESABERINGINRT16;NS PONTIANAK;0,120140001;110,5849991;Bronze;GPON06-D6-SGU-2;172.20.168.101;hua-ont;0 1 1 0;#REF!
SAG126;MT_MARTADINATA;NS PONTIANAK;0,122543998;110,6119995;Silver;GPON00-D6-SGU-3;172.20.192.139;zte-ont;1/8/9:1;#REF!
SAG127;PT_BERINGIN2;NS PONTIANAK;0,118299998;110,5759964;Silver;GPON00-D6-SGU-3;172.20.192.139;zte-ont;1/3/2:2;#REF!
SAG128;PTNGBIANGMG;NS PONTIANAK;0,048590001;110,711998;Silver;GPON00-D6-SGU-2;172.20.161.152;hua-ont;0 5 8 6;#REF!
SAG136;PT_BODOKUJUNG;NS PONTIANAK;0,203439996;110,4349976;Gold;GPON01-D6-SGU-3;172.20.169.9;zte-ont;1/2/6:1;#REF!
SAG140;TSEL_SAG_140_RANTAUKALIS2;NS PONTIANAK;0;0;;GPON01-D6-NGG-2TYN;172.20.161.143;hua-ont;0 0 12 0;#REF!
SAG159;MT_SUDIRMANSANGGAUMW;NS PONTIANAK;0,11885;110,5879974;Silver;GPON00-D6-SGU-3;172.20.192.139;zte-ont;1/8/8:1;#REF!
SAG160;MT_FLAMBOYANSANGGAU;NS PONTIANAK;0,138190001;110,6009979;Bronze;GPON00-D6-SGU-2;172.20.161.152;hua-ont;0 4 8 8;#REF!
SAG162;PT_Sanggau11;NS PONTIANAK;0,128769994;110,6110001;Silver;GPON00-D6-SGU-3;172.20.192.139;zte-ont;1/8/9:2;#REF!
SAG163;MT_CEMPAKASANGGAU;NS PONTIANAK;0,128220007;110,598999;Silver;-;-;-;-;-
SAG164;PT_Sanggau8;NS PONTIANAK;0,137740001;110,5960007;Bronze;GPON00-D6-SGU-3;172.20.192.139;zte-ont;1/3/2:1;#REF!
SAG165;PT_Sanggau9;NS PONTIANAK;0,136419997;110,6070023;Bronze;GPON00-D6-SGU-3;172.20.192.139;zte-ont;1/3/2:3;#REF!
SAG166;MT_BALAIKARANGAN;NS PONTIANAK;0,842739999;110,4169998;Silver;GPON00-D6-BIG-3;172.20.192.141;zte-ont;1/3/7:11;#REF!
SAG167;MT_TAYANHILIR/TAYANHILIR;NS PONTIANAK;-0,036740001;110,125;Gold;GPON01-D6-NGG-2TYN;172.20.161.143;hua-ont;0/0/5/19;#REF!
SAG168;MT_PUSATDAMAISANGGAU;NS PONTIANAK;0,224110007;110,4160004;Silver;GPON01-D6-SGU-3;172.20.169.9;zte-ont;1/1/13:1;#REF!
SAG169;MT_TANJUNGSEKAYAM;NS PONTIANAK;0,124779999;110,6070023;Silver;GPON00-D6-SGU-3;172.20.192.139;zte-ont;1/3/2:4;#REF!
SAG171;PT_SUTANSYAHRIR;NS PONTIANAK;0,129350007;110,5930023;Bronze;GPON00-D6-SGU-2;172.20.161.152;hua-ont;0/3/8 0;#REF!
SAG176;Batang_Tarang;NS PONTIANAK;0,137777999;110,0950012;Silver;GPON02-D6-NGG-3BTG;172.20.161.160;zte-ont;1/2/12:20;#REF!
SAG177;N_RepTamiangTaba;NS PONTIANAK;0,199729994;110,1790009;Gold;ME-D6-SSK;172.31.129.149;metro;2/3/17;#REF!
SAG180;PT_DESATUNANG;NS PONTIANAK;0,119577996;110,6210022;Silver;GPON00-D6-SGU-2;172.20.161.152;hua-ont;0 2 3 14;#REF!
SAG190;MT_NANGAKOMAN;NS PONTIANAK;-0,336030006;110,7539978;Bronze;SHR003_Nangataman;172.25.146.82;switch;GE1/1/6;#REF!
SAG191;MT_RAYASEKADAU;NS PONTIANAK;0,020594001;110,8909988;Silver;GPON01-D6-SED-2;172.20.161.135;hua-ont;0/3/4 25;#REF!
SAG192;MC_PLNSANGGAUMW;NS PONTIANAK;0,287221998;110,5920029;Silver;GPON00-D6-SGU-3;172.20.192.139;zte-ont;1/3/8:66;#REF!
SAG193;MTMAKAWING;NS PONTIANAK;0,1105;110,0759964;Silver;GPON02-D6-NGG-3BTG;172.20.161.160;zte-ont;1/2/14:18;#REF!
SAG195;TB_SANGGAUPEMBANGUNAN;NS PONTIANAK;0,115989998;110,5830002;Silver;GPON00-D6-SGU-2;172.20.161.152;hua-ont;0/4/9 0;#REF!
SAG196;TBSEIRINGIN;NS PONTIANAK;0,01527;110,887001;Silver;GPON01-D6-SED-2;172.20.161.135;hua-ont;0 4 5 0;#REF!
SAG198;MT_TERMINALENTIKONG;NS PONTIANAK;0,960039973;110,3590012;Silver;GPON02-D6-BIG-2NTK;172.20.169.22;hua-ont;0 1 0 0;#REF!
SAG199;BODOKISAT;NS PONTIANAK;0,206180006;110,4380035;Silver;GPON01-D6-SGU-3;172.20.169.9;zte-ont;1/2/7:8;#REF!
SAG200;-;NS PONTIANAK;0,134440005;110,5650024;Bronze;GPON00-D6-SGU-3;172.20.192.139;zte-ont;1/7/1:29;#REF!
SAG207;QI_DSMUNGGUK;NS PONTIANAK;;;;GPON01-D6-SED-2;172.20.161.135;hua-ont;0 4 13 1;#REF!
SAG300;;NS PONTIANAK;;;;GPON00-D6-BIG-3;172.20.192.141;zte-ont;1/6/8:1;#REF!
SAG302;TAMPUNJUAH;NS PONTIANAK;;;;TSEL_SAG055_NAYAN;172.25.146.67;switch;ge-1/0/3;#REF!
SAG303;;NS PONTIANAK;;;;TSEL_SAG055_NAYAN;172.25.146.67;switch;GE5;#REF!
SAG304;MT_SMP5SEKAYAM;NS PONTIANAK;;;;ME-D6-BGN-3;172.31.150.120;metro;gei-0/5/0/2;#REF!
SAG308;;NS PONTIANAK;;;;GPON00-D6-BIG-3;172.20.192.141;zte-ont;1/6/1:1;#REF!
SAG314;;NS PONTIANAK;;;;GPON00-D6-BIG-2;172.20.161.153;zte-ont;1/6/7:1;#REF!
SAG315;GT_DSKENAMAN;NS PONTIANAK;;;;GPON00-D6-BIG-2;172.20.161.153;hua-ont;0/1/3 1;#REF!
SAG316;-;NS PONTIANAK;0,711319983;110,3929977;Bronze;-;-;-;-;-
SAG343;;NS PONTIANAK;;;;SAG005_BODOK;172.25.146.114;switch;gei-0/1/1/4;#REF!
SAG390;;NS PONTIANAK;;;;SW_TSEL_SAG015_TAYAN;172.25.146.201;switch;10GE1/0/16;#REF!
SAG394;BUNUTKAPUAS;NS PONTIANAK;;;;GPON05-D6-SGU-2SBMH;172.20.168.79;zte-ont;0/1/13 1;#REF!
SAG412;;NS PONTIANAK;;;;GPON03-D6-BDO-2TYN;172.20.227.90;zte-ont;0 2 12 1;#REF!
SAG419;LINSOENMOEDAH;NS PONTIANAK;;;;GPON06-D6-SGU-2;172.20.168.101;hua-ont;0 1 2 1;#REF!
SAG467;SEMERANGKAI;NS PONTIANAK;;;;GPON05-D6-SGU-2SBMH;172.20.168.79;zte-ont;0 1 7 1;#REF!
SAG468;;NS PONTIANAK;;;;GPON01-D6-BIG-2KBY;172.20.169.16;hua-ont;0/1/13 1;#REF!
SAG497;PT AAC;NS PONTIANAK;-0,341280013;110,1946182;Platinum;SW10G_Modang;10.199.140.43;switch;10ge1/0/13;#REF!
SAG507;;NS PONTIANAK;;;;SW_MPW072_PENEMPAT;172.25.146.101;switch;GE1/1/3;#REF!
SAG508;;NS PONTIANAK;;;;GPON09-D6-NGG-2SSK;172.20.169.30;hua-ont;0 1 14 19;#REF!
SAG509;TAYAN_HULU_BINJAI;NS PONTIANAK;0,319029987;110,3304214;;GPON09-D6-NGG-2SSK;172.20.169.30;zte-ont;0 1  8 0;#REF!
SAG511;;NS PONTIANAK;;;;GPON08-D6-BDO-4SDYA;172.20.227.135;fh;eth 3:2;#REF!
SAG561;;NS PONTIANAK;;;;GPON07-D6-BDO-4BORO;172.20.227.134;fh;1/3/2;#REF!
SBS001;STO_Pemangkat;NS PONTIANAK;1,171090007;108,9869995;Gold;GPON00-D6-PMK-3;172.20.192.144;zte-ont;1/2/1:5;#REF!
SBS002;STOSAMBAS;NS PONTIANAK;1,360399961;109,3010025;Gold;GPON00-D6-SMB-2;172.20.161.139;hua-ont;0 2 14 11;#REF!
SBS002_3;STOSAMBAS;NS PONTIANAK;1,360399961;109,3010025;Gold;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/4/1/1;#REF!
SBS002_4;STOSAMBAS;NS PONTIANAK;1,360399961;109,3010025;Gold;GPON00-D6-SMB-2;172.20.161.139;hua-ont;0/2/14 12;#REF!
SBS003;STOTEBAS;NS PONTIANAK;1,231359959;109,1470032;Platinum;TSEL_SBS003_STOTEBAS;172.25.146.54;switch;GE 1, 2, 3, 4;#REF!
SBS003_3;STOTEBAS;NS PONTIANAK;1,231359959;109,1470032;Platinum;GPON00-D6-TBA-2;172.20.161.138;hua-ont;0/1/4 1;#REF!
SBS003_4;;NS PONTIANAK;;;;-;-;-;-;-
SBS004;STO_Sekura;NS PONTIANAK;1,468680024;109,2200012;Gold;GPON01-D6-SMB-2SKR;172.20.161.175;hua-direct_olt;0/2/1;#REF!
SBS005;Selakau;NS PONTIANAK;1,062929988;108,9749985;Gold;GPON00-D6-PMK-2;172.20.161.162;hua-ont;0 0 15 0;#REF!
SBS006;Sambas_2/DALAMKAUM;NS PONTIANAK;1,363999963;109,3249969;Silver;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/3/1/13;#REF!
SBS007;Sebangkau/Pemangkat_4;NS PONTIANAK;1,133859992;108,9700012;Silver;GPON01-D6-PMK-2;172.20.161.151;hua-ont;0/5/6 6;#REF!
SBS008;Jawai/SENTEBANG;NS PONTIANAK;1,319219947;109,0479965;Silver;GPON02-D6-PMK-2JWI;172.20.161.161;hua-ont;0/3/3;#REF!
SBS009;Galing;NS PONTIANAK;1,541720033;109,3610001;Silver;TSEL_SBS009_GALING;172.25.146.56;switch;GE 3,4,5;#REF!
SBS010;Tanah_Hitam/R.TANAHHITAM;NS PONTIANAK;1,612290025;109,2180023;Gold;GPON06-D6-SMB-2TNHT;172.20.168.83;hua-ont;0/1/10 0;#REF!
SBS011;Sejangkung;NS PONTIANAK;1,429610014;109,3190002;Silver;GPON00-D6-SMB-2;172.20.161.139;zte-ont;0/4/3 2;#REF!
SBS012;Kartiasa;NS PONTIANAK;1,402860045;109,2470016;Silver;ME-D6-KRT-TSEL;172.31.129.121;metro;1/1/7;#REF!
SBS013;Subah/SepandakHulu;NS PONTIANAK;1,178863287;109,5408783;Gold;SW-D6-SBS-TSEL-SBS013-04;172.25.146.18;switch;GE 1-5;#REF!
SBS0139;;NS PONTIANAK;;;;-;-;-;-;-
SBS014;Teluk_Keramat_1/PerigiParit;NS PONTIANAK;1,473639965;109,2990036;Silver;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/3/1/8;#REF!
SBS015;Teluk_Keramat_2/SEDAYU;NS PONTIANAK;1,540009975;109,2279968;Gold;GPON01-D6-SMB-2SKR;172.20.161.175;hua-ont;0/0/15 0;#REF!
SBS016;Semparuk;NS PONTIANAK;1,185389996;109,0810013;Gold;GPON01-D6-TBA-2SPR;172.20.161.163;hua-ont;0/0/5 0;#REF!
SBS016_2;Semparuk;NS PONTIANAK;1,185389996;109,0810013;Gold;GPON01-D6-TBA-2SPR;172.20.161.163;hua-direct_olt;0/2/3;#REF!
SBS017;Liku_Paloh;NS PONTIANAK;1,748870015;109,322998;Gold;GPON02-D6-SMB-2PLH;172.20.161.176;hua-direct_olt;0/3/2;#REF!
SBS018;Semangau/Lumbang;NS PONTIANAK;1,305029988;109,2509995;Silver;GPON00-D6-SMB-2;172.20.161.139;hua-ont;0/6/5 0;#REF!
SBS019;Matang_Suri/Pampang;NS PONTIANAK;1,40080595;109,0780334;Silver;GPON02-D6-PMK-2JWI;172.20.161.161;hua-ont;0 1 1 2;#REF!
SBS020;TANJUNG_BATU;NS PONTIANAK;;;;GPON00-D6-PMK-3;172.20.192.144;zte-ont;1/4/1:1;#REF!
SBS022;Sebawi;NS PONTIANAK;1,262420058;109,185997;Silver;ME-D6-TBS-3;172.31.150.127;metro;gei-0/3/1/1;#REF!
SBS023;Simpang4_Sekura;NS PONTIANAK;1,53828001;109,1699982;Silver;L2SW-SBS004-SEKURA;172.25.146.68;switch;GE0/1/2;#REF!
SBS024;Sambas3/TANJUNGBUGIS;NS PONTIANAK;1,358170033;109,3150024;Silver;ME-D6-SMBS-3;172.31.150.126;metro;gei-0/4/1/2;#REF!
