Site ID;Site Name;Dept;Latitude;Longitude;Class;Uplink;Ip Adress;Type;Slot Port;
NGP004;Nangapino/STONANGAPINOH;NS PONTIANAK;-0,336888999;111,7470016;Gold;GPON00-D6-NPN-3;172.20.192.143;zte-ont;1/7/8:27;#REF!
NGP005;Manukung/MENUKUNG;NS PONTIANAK;-0,42028001;112,2289963;Silver;NGP005_MENUKUNG;172.25.146.90;switch;GE1,GE2;#REF!
NGP006;Nanga_Ella;NS PONTIANAK;-0,404219002;112,0039978;Silver;TSEL_NGP006_NANGAELLA;172.25.146.60;switch;GE1,2;#REF!
NGP007;KOTABARU;NS PONTIANAK;-0,791607976;111,5439987;Gold;NGP007_KOTABARU;172.25.146.109;switch;gigaethernet 1/0/1;#REF!
NGP008;Nangapino_2/NANGAPINOH2/NANGAPINOHROAD;NS PONTIANAK;-0,353332996;111,7129974;Gold;TSEL_NGP008_NANGAPINOHROAD;172.25.146.48;switch;GE 1,2,23;#REF!
NGP008_2;Nangapino_2/NANGAPINOH2/NANGAPINOHROAD;NS PONTIANAK;-0,353332996;111,7129974;Gold;-;-;-;-;-
NGP009;Tanjung_Indah/Nangapinoh3;NS PONTIANAK;-0,330828011;111,7369995;Gold;ME-D6-NGP-3;172.31.150.116;metro;1/2/1;#REF!
NGP010;NangaNuak;NS PONTIANAK;-0,426209986;112,0920029;Gold;TSEL_NGP006_NANGAELLA;172.25.146.60;switch;GE8;#REF!
NGP011;TanjungNiaga;NS PONTIANAK;-0,350006014;111,7399979;Silver;GPON00-D6-NPN-3;172.20.192.143;zte-ont;1/3/4:4;#REF!
NGP011_2;TanjungNiaga;NS PONTIANAK;-0,350006014;111,7399979;Silver;GPON00-D6-NPN-3;172.20.192.143;zte-ont;1/7/8:24;#REF!
NGP012;IstanaKayan;NS PONTIANAK;-0,168607995;111,6940002;Silver;-;-;-;-;-
NGP013;TelkomLabang;NS PONTIANAK;-0,335720003;111,6750031;Silver;GPON02-D6-NPN-2;172.20.168.90;hua-ont;0/1/2 0;#REF!
NGP014;NANGASOKAN;NS PONTIANAK;-0,902221978;111,5009995;Silver;L2_SW_NGP001_MT_NANGASAYAN;172.25.146.94;switch;GE 2;#REF!
NGP015;PTSBK;NS PONTIANAK;-0,592875004;112,2360001;Silver;-;-;-;-;-
NGP016;NangaMan;NS PONTIANAK;-0,313230008;111,9029999;Gold;-;-;-;-;-
NGP017;MT_ELLAHULU;NS PONTIANAK;-0,376179993;112,1650009;Gold;NGP005_MENUKUNG;172.25.146.90;switch;GE3;#REF!
NGP018;NangaMentatai;NS PONTIANAK;-0,34145999;112,3759995;Gold;-;-;-;-;-
NGP019;TB_MASJIDMUZAKIRIN;NS PONTIANAK;-0,332219005;111,7429962;Gold;ME-D6-NGP-3;172.31.150.116;metro;gei-0/5/0/1;#REF!
NGP020;MT_DSTANJUNGLAY(TanjungLayEx.SplitBontang6&QualityResidenceArea);NS PONTIANAK;-0,37341699;111,7570038;Platinum;GPON00-D6-NPN-3;172.20.192.143;zte-ont;1/7/14:1;#REF!
NGP021;NgPinohRoad3;NS PONTIANAK;-0,337388992;111,723999;Silver;GPON00-D6-NPN-3;172.20.192.143;zte-ont;1/7/3:31;#REF!
NGP022;PT_Bintara Sintang/SeiDurian3Sintang;NS PONTIANAK;-0,337080002;111,7409973;Silver;GPON00-D6-STG-2;172.20.161.134;hua-ont;0/4/6 18;#REF!
NGP023;;NS PONTIANAK;;;;NGP007_KOTABARU;172.25.146.109;switch;ge-1/0/4;#REF!
NGP024;PTI RSUD MELAWI;NS PONTIANAK;-0,36026001;111,7595062;;GPON02-D6-NPN-2;172.20.168.90;hua-ont;0 3 6 10;#REF!
NGP026;SBKKM35;NS PONTIANAK;-0,593200028;112,2360001;Bronze;-;-;-;-;-
NGP034;;NS PONTIANAK;;;;GPON03-D6-NPN-2BLB;172.20.169.27;zte-ont;0/1/6 1;#REF!
NGP037;;NS PONTIANAK;;;;GPON00-D6-NGP-2BBL;172.20.169.18;hua-ont;0 0 13 1;#REF!
NGP186;MT_DESAKENUAL;NS PONTIANAK;-0,335159987;111,7369995;Silver;GPON00-D6-NPN-3;172.20.192.143;zte-ont;1/8/6:20;#REF!
NGP311;TANJUNGSARI;NS PONTIANAK;;;;GPON00-D6-NPN-3;172.20.192.143;zte-ont;1/7/11:22;#REF!
NGP319;;NS PONTIANAK;;;;GPON02-D6-NPN-2;172.20.168.90;zte-ont;0/3/13 12;#REF!
NGP328;;NS PONTIANAK;;;;GPON04-D6-NPN-2THLD;172.20.169.61;zte-ont;0/1/10 16;#REF!
NGP329;;NS PONTIANAK;;;;GPON03-D6-NPN-2BLB;172.20.169.27;zte-ont;0/1/8 1;#REF!
NGP333;;NS PONTIANAK;;;;GPON00-D6-NGP-2BBL;172.20.169.18;zte-ont;0/1/1 1;#REF!
NGP336;;NS PONTIANAK;;;;TSEL_NGP006_NANGAELLA;172.25.146.60;switch;GE7;#REF!
PTK002;BPUKALBAR;NS PONTIANAK;-0,022600001;109,3359985;Gold;-;-;-;-;-
PTK003;STO_Siantan;NS PONTIANAK;-0,0036111;109,3290024;Silver;GPON05-D6-STA-3;172.20.161.188;zte-ont;1/2/14:5;#REF!
PTK005;GUBERNURAN;NS PONTIANAK;-0,061188899;109,3519974;Platinum;GPON01-D6-SRD-3;172.20.192.142;zte-ont;1/17/16:2;#REF!
PTK006;PURNAMA;NS PONTIANAK;-0,0555555;109,3259964;Gold;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/13/11:2;#REF!
PTK007;PANGLIMAAIM;NS PONTIANAK;-0,02727;109,3690033;Silver;GPON03-D6-SAO-3;172.20.160.78;zte-ont;1/6/13:1;#REF!
PTK008;TBG_SULTANMUHAMMAD;NS PONTIANAK;-0,025530601;109,3440018;Bronze;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/12/3:8;#REF!
PTK012;RAMAYANAMALL;NS PONTIANAK;-0,03799;109,3470001;Bronze;GPON04-D6-KKU-2TBT;172.20.161.187;hua-direct_olt;0/4/3;#REF!
PTK014;MATAHARIMALL;NS PONTIANAK;-0,024390001;109,336998;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/7/8:8;#REF!
PTK015;GUSTISITUT;NS PONTIANAK;-0,0129444;109,348999;Gold;GPON05-D6-STA-3;172.20.161.188;zte-ont;1/3/10:10;#REF!
PTK017;Tanjung Pura Macro;NS PONTIANAK;-0,02839;109,3440018;Gold;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/2/1:8;#REF!
PTK018;DOKTERWAHIDIN;NS PONTIANAK;-0,040416598;109,3119965;Gold;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/7/1:3;#REF!
PTK019;PUTRIDARAHT;NS PONTIANAK;-0,02774;109,3239975;Gold;GPON02-D6-PTK-2;172.20.161.170;hua-ont;0/8/7 0;#REF!
PTK020;Gajah_Mada_Mall / Hotel Aston (ex.Gajah Mada Mall);NS PONTIANAK;-0,0360833;109,3430023;Platinum;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/13/8:5;#REF!
PTK021;SUTOYO;NS PONTIANAK;-0,0504722;109,3389969;Silver;ME2-D6-PTK-3;172.31.150.103;metro;5/1/9;#REF!
PTK022;NEWSRIKAYA;NS PONTIANAK;-0,01483;109,322998;Silver;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/13/6:1;#REF!
PTK023;TB_SEIJAWI;NS PONTIANAK;-0,02231;109,3040009;Gold;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/15/4:2;#REF!
PTK024;UNTAN;NS PONTIANAK;-0,049811099;109,3519974;Gold;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/7/8:11;#REF!
PTK026;TJRAYA;NS PONTIANAK;-0,034716699;109,3610001;Platinum;GPON03-D6-SAO-3;172.20.160.78;zte-ont;1/5/12:3;#REF!
PTK027;TEBUJALUR;NS PONTIANAK;-0,01264;109,3089981;Gold;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/16/8:5;#REF!
PTK028;ARITHHUSIN;NS PONTIANAK;-0,074611098;109,3509979;Gold;GPON01-D6-SRD-3;172.20.192.142;zte-ont;1/3/2:36;#REF!
PTK029;KSTUBUN;NS PONTIANAK;-0,042800002;109,3330002;Platinum;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/3/2:6;#REF!
PTK030;HASANUDDIN;NS PONTIANAK;-0,018888799;109,3310013;Gold;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/6/15:8;#REF!
PTK032;KOTABARUPONTIANAK;NS PONTIANAK;-0,056138799;109,310997;Gold;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/3/2:20;#REF!
PTK034;TJHILIR;NS PONTIANAK;-0,024420001;109,3560028;Silver;GPON00-D6-SAO-2;172.20.161.181;zte-ont;0 11 12 33;#REF!
PTK035;TRANSADPON;NS PONTIANAK;-0,0008333;109,3669968;Platinum;GPON05-D6-STA-3;172.20.161.188;zte-ont;1/3/11:1;#REF!
PTK036;AYANIMEGAMALL;NS PONTIANAK;-0,050760001;109,3450012;Gold;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/9/3:40;#REF!
PTK039;TTCPONTIANAK;NS PONTIANAK;-0,0336111;109,3330002;Gold;-;-;-;-;-
PTK040;HOTELKINI;NS PONTIANAK;-0,0247222;109,3410034;Bronze;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/7/5:1;#REF!
PTK041;HOTELSANTIKA;NS PONTIANAK;-0,0275722;109,3399963;Bronze;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/5/13:27;#REF!
PTK045;SELATPANJNG;NS PONTIANAK;-0,0145833;109,3639984;Gold;GPON05-D6-STA-3;172.20.161.188;zte-ont;1/3/11:2;#REF!
PTK046;SAMISUMPING;NS PONTIANAK;-0,045529999;109,3679962;Gold;GPON03-D6-SAO-3;172.20.160.78;zte-ont;1/8/10:3;#REF!
PTK050;MTAMPERA;NS PONTIANAK;-0,058972001;109,3069992;Silver;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/3/13:3;#REF!
PTK053;MONGINSIDI;NS PONTIANAK;-0,02874;109,336998;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/5/7:12;#REF!
PTK054;MARTHADINT;NS PONTIANAK;-0,00899;109,3150024;Silver;ME-D6-JWI-3;172.31.150.110;metro;1/3/15;#REF!
PTK056;KHATULISTIWA;NS PONTIANAK;-0,0114722;109,3359985;Silver;GPON05-D6-STA-3;172.20.161.188;zte-ont;1/4/5:6;#REF!
PTK058;PERUMPERDANA;NS PONTIANAK;-0,058138799;109,3399963;Silver;GPON03-D6-PTK-3;172.20.169.4;zte-ont;1/1/14:69;#REF!
PTK063;AMPERA;NS PONTIANAK;-0,0376666;109,2860031;Platinum;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/2/2:3;#REF!
PTK070;Flamboyan / Asmi Pontianak;NS PONTIANAK;-0,040819999;109,348999;Gold;GPON11-D6-PTK-2;172.20.161.177;hua-ont;0 7 2 1;#REF!
PTK072;PERMATAASRI;NS PONTIANAK;-0,0205555;109,2959976;Silver;GPON01-D6-JAW-2;172.20.161.145;hua-ont;0 13 6 1;#REF!
PTK077;COMBATJERANDING;NS PONTIANAK;-0,0233611;109,3209991;Platinum;GPON02-D6-PTK-2;172.20.161.170;hua-ont;0/7/6 31;#REF!
PTK078;PASARMAWAR;NS PONTIANAK;-0,03005;109,336998;Bronze;GPON00-D6-PTK-2;172.20.161.141;zte-ont;0 18 10 5;#REF!
PTK079;PCCPONTIANAK;NS PONTIANAK;-0,036111102;109,3310013;Bronze;-;-;-;-;-
PTK084;HOTELMERCU;NS PONTIANAK;-0,052719999;109,3470001;Gold;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/12/1:8;#REF!
PTK086;MT-NATAKUSUMA;NS PONTIANAK;-0,034278002;109,3040009;Gold;ME2-D6-PTK-3;172.31.150.103;metro;gei-0/5/0/5;#REF!
PTK087;MTMARTHAD;NS PONTIANAK;-0,014917;109,3150024;Silver;ME-D6-JWI-3;172.31.150.110;metro;1/3/41;#REF!
PTK088;KOMPLEKTEBUMANDALA;NS PONTIANAK;-0,032637;109,3310013;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/8/1:17;#REF!
PTK089;TBBTLAYANG;NS PONTIANAK;0,00756;109,3089981;Gold;ME2-D6-SIAN;172.31.129.172;metro;1/3/23;#REF!
PTK098;TBG_DSSIANTANHULU;NS PONTIANAK;0,02218;109,3470535;Silver;GPON01-D6-STA-2;172.20.161.173;hua-ont;0 15 12 1;#REF!
PTK101;GNGBELITUNG;NS PONTIANAK;-0,056586001;109,3639984;Silver;GPON11-D6-PTK-2;172.20.161.177;hua-ont;0 13 12 0;#REF!
PTK103;BRISUNGAIKAKAP;NS PONTIANAK;;;;GPON00-D6-JAW-2;172.20.161.142;hua-ont;0/1/11 0;#REF!
PTK107;PARITMAKMUR;NS PONTIANAK;-0,013953;109,3379974;Gold;GPON00-D6-STA-2;172.20.161.140;hua-ont;0 16 13 0;#REF!
PTK110;SEPAKAT1;NS PONTIANAK;-0,05435;109,3550034;Bronze;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/9/1:3;#REF!
PTK113;SUWIGNYOUJUNG;NS PONTIANAK;-0,025040001;109,3170013;Bronze;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/14/1:16;#REF!
PTK114;MC_MSOHOR;NS PONTIANAK;-0,0486749;109,3339996;Silver;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/16/11:3;#REF!
PTK116;KPUASMELAWI;NS PONTIANAK;-0,052738801;109,3150024;Silver;GPON00-D6-PTK-2;172.20.161.141;hua-ont;0 12 3  1;#REF!
PTK117;MKLPGADINGPERMAI;NS PONTIANAK;-0,074980997;109,3580017;Silver;GPON01-D6-SRD-3;172.20.192.142;zte-ont;1/16/2:2;#REF!
PTK118;KARYABAKTI;NS PONTIANAK;-0,046977699;109,3259964;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/7/8:3;#REF!
PTK119;Jl.TabraniAchmad/GANGSAMAD;NS PONTIANAK;-0,019799899;109,3050003;Bronze;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/3/5:5;#REF!
PTK120;COFFEECORNER;NS PONTIANAK;-0,035599999;109,3420029;Bronze;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/16/15:3;#REF!
PTK124;MT_VILLARIAINDAH;NS PONTIANAK;-0,03125;109,375;Gold;GPON00-D6-SAO-2;172.20.161.181;hua-ont;0/13/1 20;#REF!
PTK125;PT_BINAJAYA;NS PONTIANAK;-0,063380003;109,3099976;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/6/2:5;#REF!
PTK128;PT_GAJAHMADAPONTIANAK;NS PONTIANAK;-0,032499999;109,3410034;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/14/8:36;#REF!
PTK129;PT_BUDIKARYA;NS PONTIANAK;-0,042210001;109,3450012;Bronze;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/14/13:10;#REF!
PTK130;PT-HIJAS;NS PONTIANAK;-0,036249999;109,3460007;Gold;GPON02-D6-PTK-2;172.20.161.170;hua-ont;0/3/5 23;#REF!
PTK131;PT_RUKOPAL;NS PONTIANAK;-0,036200002;109,3339996;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/8/1:1;#REF!
PTK133;TB_BAHAGIAPONTIANAK;NS PONTIANAK;-0,024909999;109,3259964;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/7/8:2;#REF!
PTK134;PTK134MD1_MC_HASYIMAHMAD;NS PONTIANAK;-0,0052611;109,302002;Bronze;-;-;-;-;-
PTK135;MC_JALANWAHIDHASYIM;NS PONTIANAK;-0,026962001;109,3280029;Bronze;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/2/8:28;#REF!
PTK136;MC_PARITHUSIN2;NS PONTIANAK;-0,079949997;109,3479996;Silver;GPON01-D6-SRD-3;172.20.192.142;zte-ont;1/16/3:2;#REF!
PTK137;MC_MAMAMARKET;NS PONTIANAK;-0,050811101;109,3320007;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/14/8:1;#REF!
PTK138;MC_CAMAR;NS PONTIANAK;-0,0216805;109,3290024;Silver;GPON11-D6-PTK-2;172.20.161.177;hua-ont;0/4/7 6;#REF!
PTK139;TB_SIANTAN_HILIR;NS PONTIANAK;0,00798;109,3219986;Silver;GPON05-D6-STA-3;172.20.161.188;zte-ont;1/4/11:8;#REF!
PTK141;JALANMERAPI;NS PONTIANAK;-0,029492;109,3410034;Silver;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/7/2:35;#REF!
PTK142;PT_PAKKASIH;NS PONTIANAK;-0,01866;109,3330002;Bronze;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/8/1:3;#REF!
PTK143;PT_ARSALEH1;NS PONTIANAK;-0,05869;109,3560028;Silver;GPON00-D6-PTK-2;172.20.161.141;hua-ont;0/4/5 2;#REF!
PTK144;PT_WAHIDINPONTIANAK;NS PONTIANAK;-0,02746;109,3050003;Silver;GPON11-D6-PTK-2;172.20.161.177;hua-ont;0 3 11 0;#REF!
PTK147;-;NS PONTIANAK;-0,030960999;109,3349991;Bronze;GPON00-D6-PTK-2;172.20.161.141;hua-ont;0/18/13 14;#REF!
PTK148;-;NS PONTIANAK;-0,038433999;109,3300018;Bronze;-;-;-;-;-
PTK150;MTPERMAI;NS PONTIANAK;-0,025777999;109,2990036;Silver;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/2/2:15;#REF!
PTK153;C_PTK153MD1_MT_PERINTIS;NS PONTIANAK;-0,022810001;109,3619995;Silver;-;-;-;-;-
PTK154;MT-PARTOKAYA;NS PONTIANAK;-0,051638901;109,3359985;Silver;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/4/7:8;#REF!
PTK155;KTRTRBUNPTK;NS PONTIANAK;-0,069250003;109,3619995;Silver;-;-;-;-;-
PTK156;MTSUMUR;NS PONTIANAK;-0,051527798;109,3059998;Silver;GPON02-D6-PTK-2;172.20.161.170;zte-ont;0/8/5 19;#REF!
PTK158;PT_HASANUDIN;NS PONTIANAK;-0,01857;109,3270035;Gold;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/3/2:2;#REF!
PTK161;PT_PARITTENGAHMD;NS PONTIANAK;-0,0133;109,3050003;Silver;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/4/6:25;#REF!
PTK163;PT-KOTABARU2;NS PONTIANAK;-0,057999998;109,3170013;Gold;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/6/11:9;#REF!
PTK164;MT-BUDISETIA;NS PONTIANAK;-0,041689999;109,3239975;Gold;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/12/2:19;#REF!
PTK165;PTSETUJUDM;NS PONTIANAK;-0,007;109,3460007;Silver;ME-D6-SIAN-3;172.31.150.109;metro;gei-0/3/0/2;#REF!
PTK168;PTK168MD1_TB_SIANTANHULU;NS PONTIANAK;-0,00502;109,3610001;Gold;ME-D6-SIAN-3;172.31.150.109;metro;gei-0/3/0/1;#REF!
PTK169;MT-SUWIGNYO;NS PONTIANAK;-0,02919;109,3180008;Silver;ME2-D6-PTK-3;172.31.150.103;metro;3/1/16;#REF!
PTK170;DENZIBANG2 3G_PTK170;NS PONTIANAK;-0,083444402;109,3880005;Silver;-;-;-;-;-
PTK171;AMD1;NS PONTIANAK;-0,051890001;109,3700027;Gold;GPON03-D6-SAO-3;172.20.160.78;zte-ont;1/7/11:4;#REF!
PTK173;PTKOMYOS;NS PONTIANAK;-0,01266;109,3259964;Gold;GPON06-D6-JAW-2;172.20.161.180;hua-ont;0 6 14  0;#REF!
PTK174;PT_KARYABARUPERMAI;NS PONTIANAK;-0,056540001;109,3349991;Silver;ME2-D6-PTK-3;172.31.150.103;metro;3/1/15;#REF!
PTK177;PTPARITPGR;NS PONTIANAK;-0,014;109,3560028;Gold;ME-D6-SIAN-3;172.31.150.109;metro;gei-0/3/0/5;#REF!
PTK178;PT-DARATSKIP;NS PONTIANAK;-0,025730001;109,3389969;Gold;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/3/15:3;#REF!
PTK180;PT-BANUAMELAYUDARAT;NS PONTIANAK;-0,032060001;109,3430023;Gold;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/3/15:2;#REF!
PTK185;TB-MELATIDALAM;NS PONTIANAK;-0,03097;109,3570023;Silver;GPON03-D6-SAO-3;172.20.160.78;zte-ont;1/6/9:11;#REF!
PTK187;TB-VILLARIAASRI;NS PONTIANAK;-0,025939999;109,3789978;Silver;GPON03-D6-SAO-3;172.20.160.78;zte-ont;1/1/1:3;#REF!
PTK188;MT-SEIRAYADALAM;NS PONTIANAK;-0,079166703;109,3550034;Platinum;GPON01-D6-SRD-3;172.20.192.142;zte-ont;1/16/3:1;#REF!
PTK189;PTSGBELIUNG;NS PONTIANAK;-0,002;109,302002;Gold;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/15/1:2;#REF!
PTK190;MT_SUPRATMAN;NS PONTIANAK;-0,03517;109,3389969;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/4/6:11;#REF!
PTK192;PTK192MD1_MT_PURNAMAUJUNG;NS PONTIANAK;-0,061806001;109,3280029;Gold;ME2-D6-PTK-3;172.31.150.103;metro;5/1/6;#REF!
PTK193;PTK193MD1_MT_PERTAMINA;NS PONTIANAK;0,004889;109,3160019;Gold;GPON01-D6-STA-2;172.20.161.173;hua-ont;0/7/2 9;#REF!
PTK195;PT_SUNGAIJAWIMD;NS PONTIANAK;-0,044720002;109,2939987;Silver;ME2-D6-PTK-3;172.31.150.103;metro;gei-0/5/0/12;#REF!
PTK197;TB_SIANTANHILIR;NS PONTIANAK;0,00546;109,3359985;Silver;GPON01-D6-STA-2;172.20.161.173;metro;0/7/10 0;#REF!
PTK199;PT_SAIGON;NS PONTIANAK;-0,039480001;109,362999;Gold;GPON04-D6-SAO-2;172.20.169.20;hua-ont;0/5/10 4;#REF!
PTK200;PT_PARITTOKAYA;NS PONTIANAK;-0,043740001;109,3379974;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/6/2:1;#REF!
PTK202;PT_BTLAYANG;NS PONTIANAK;0,01309;109,3249969;Silver;GPON01-D6-STA-2;172.20.161.173;zte-ont;0 4 11 28;#REF!
PTK204;TB-KANTORGUBLAMA;NS PONTIANAK;-0,01178;109,3180008;Gold;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/15/8:1;#REF!
PTK205;TB_KRTLESTARI;NS PONTIANAK;-0,01139;109,302002;Gold;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/7/1:1;#REF!
PTK206;TB-KAMATADALAM;NS PONTIANAK;-0,028419999;109,3300018;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/7/8:1;#REF!
PTK207;MC_MAKMURJAYA;NS PONTIANAK;-0,0262111;109,3420029;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/5/3:51;#REF!
PTK208;MC_JALANYOSSUDARSO;NS PONTIANAK;-0,0060305;109,3170013;Bronze;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/15/9:1;#REF!
PTK211;MT_GANGSETUJU;NS PONTIANAK;-0,009326;109,3639984;Silver;GPON01-D6-STA-2;172.20.161.173;hua-ont;0 7 12 0;#REF!
PTK212;MT_SUNGAIBELITUNG;NS PONTIANAK;-0,009326;109,3639984;Gold;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/2/8:8;#REF!
PTK213;TB_TRITURA RT4;NS PONTIANAK;-0,025119999;109,3529968;Gold;GPON03-D6-SAO-3;172.20.160.78;zte-ont;1/2/2:51;#REF!
PTK217;-;NS PONTIANAK;-0,042610001;109,2829971;Bronze;GPON11-D6-PTK-2;172.20.161.177;hua-ont;0/6/6 8;#REF!
PTK218;TB_RAISSEIJAWI;NS PONTIANAK;-0,02031;109,3190002;Bronze;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/7/12:1;#REF!
PTK219;-;NS PONTIANAK;-0,041760001;109,3099976;Bronze;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/16/1:1;#REF!
PTK221;PT-BANSIR;NS PONTIANAK;-0,044849999;109,3529968;Gold;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/14/6:7;#REF!
PTK222;MT_JALANSEPAKAT2;NS PONTIANAK;-0,06718;109,348999;Silver;GPON01-D6-SRD-3;172.20.192.142;zte-ont;1/17/16:10;#REF!
PTK223;PT-RAISARRAHMAN;NS PONTIANAK;-0,022139;109,3130035;Gold;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/13/2:42;#REF!
PTK232;PT-ABDURAHMANSALEH;NS PONTIANAK;-0,055769999;109,3600006;Gold;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/9/14:7;#REF!
PTK234;-;NS PONTIANAK;-0,064402997;109,3150024;Bronze;GPON05-D6-STA-3;172.20.161.188;zte-ont;1/4/14:1;#REF!
PTK236;PT_YOSSUDARSO;NS PONTIANAK;-0,00613;109,3059998;Gold;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/7/2:11;#REF!
PTK237;PT_JERANDING;NS PONTIANAK;-0,01905;109,3170013;Silver;ME-D6-JWI-3;172.31.150.110;metro;0/3/0/4;#REF!
PTK239;PT_MUHAMMADYAMINMD;NS PONTIANAK;-0,049929999;109,314003;Silver;ME2-D6-PTK-3;172.31.150.103;metro;3/1/12;#REF!
PTK253;TB_SMP3PONTIANAK;NS PONTIANAK;-0,05187;109,3270035;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/2/3:15;#REF!
PTK254;TB_PAALLIMA;NS PONTIANAK;-0,034619998;109,2890015;Silver;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/4/6:24;#REF!
PTK255;TBNEWJRANDG;NS PONTIANAK;-0,02905;109,3099976;Gold;GPON02-D6-PTK-3;172.20.227.72;zte-ont;1/14/1:1;#REF!
PTK258;DPRDKALBAR;NS PONTIANAK;-0,065242998;109,3560028;Bronze;GPON00-D6-SRD-3;172.20.192.134;zte-ont;0/1/3:7;#REF!
PTK266;PT_BUMIGRAHA;NS PONTIANAK;-0,03452;109,3099976;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/3/2:4;#REF!
PTK267;PT_GANGMARDIRAHAYU;NS PONTIANAK;-0,040399998;109,3199997;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/15/1:5;#REF!
PTK268;PT_DIANUNTAN;NS PONTIANAK;-0,055429999;109,3430023;Silver;GPON03-D6-PTK-3;172.20.169.4;zte-ont;1/1/10:23;#REF!
PTK269;PT_PTKSQUAREBLOKC;NS PONTIANAK;-0,043990001;109,3479996;Silver;GPON04-D6-PTK-3;172.20.169.7;zte-ont;1/14/15:3;#REF!
PTK270;JALANSUTOYO;NS PONTIANAK;-0,051830001;109,3440018;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/4/2:30;#REF!
PTK271;PT-JALANTABRANIAHMAD;NS PONTIANAK;-0,019549999;109,3010025;Silver;GPON00-D6-JAW-3;172.20.192.135;zte-ont;1/15/4:1;#REF!
PTK272;PT-SEIRAYADALAM2;NS PONTIANAK;-0,100929998;109,3519974;Gold;GPON01-D6-SRD-3;172.20.192.142;zte-ont;1/7/4:1;#REF!
PTK275;MT_SELAYAR;NS PONTIANAK;-0,050700001;109,3209991;Silver;GPON01-D6-PTK-3;172.20.192.138;zte-ont;1/2/3:16;#REF!
